SimulatedComposition	O p-band center (eV)	Predicted Log k* (cm/s)	Bandgap	Charge transfer gap (eV)	Ehull	Formation energy
"Ba4Pr4Hf6Ni2O24
"	-2.237	-5.7303	2.319	2.396	"140.538550375
"	"-2.61107428496
"
"Ba4Pr4Hf7Ni1O24
"	-5.311	-16.0152	0	0	"229.064682937
"	"-2.73206882483
"
"Ba4Pr4Nb4Ni4O24
"	-2.075	-5.1882	2.49	2.529	"134.5064424
"	"-2.01524847771
"
"Ba4Pr4Nb6Ni2O24
"	-4.73	-14.0713	0	0	"321.98957475
"	"-2.12246744371
"
"Ba4Pr4Ta4Ni4O24
"	-2.027	-5.0276	2.73	2.808	"139.345081333
"	"-2.13489492071
"
"Ba4Pr4Ta6Ni2O24
"	-5.328	-16.0721	0	0	"367.6244316
"	"-2.22228748321
"
"Ba4Pr4Ta7Ni1O24
"	-5.541	-16.7848	0	0	"299.692484775
"	"-2.29149151446
"
"Ba4Pr4Zr4Ni4O24
"	-1.719	-3.9971	0	2.431	"199.684568608
"	"-2.03091145171
"
"Ba4Pr4Zr6Ni2O24
"	-2.199	-5.6031	2.192	2.423	"128.448865625
"	"-2.53275102971
"
"Ba4Pr4Zr7Ni1O24
"	-5.031	-15.0784	0	0	"211.476823813
"	"-2.65110319371
"
"Ba2Pr6Co8O24
"	-2.086	-5.225	0	0	"62.4940495065
"	"-1.60742446971
"
"Ba4Pr4Co8O24
"	-2.107	-5.2953	0	0	"113.901486608
"	"-1.43152292071
"
"Ca2Pr6Co8O24
"	-2.249	-5.7704	0	0	"49.6917624592
"	"-1.64076360921
"
"Ca4Pr4Co8O24
"	-2.239	-5.7369	0	0	"73.1341625131
"	"-1.51336394971
"
"Pr6Dy2Co8O24
"	-2.276	-5.8607	0	0	"48.0411705302
"	"-1.78095608071
"
"Pr4Dy4Co8O24
"	-2.076	-5.1916	0	0	"50.8392286552
"	"-1.81274264271
"
"Pr6Gd2Co8O24
"	-2.895	-7.9318	0	0.53	"0
"	"-2.16538160246
"
"Pr4Gd4Co8O24
"	-2.938	-8.0757	0	0	"0
"	"-2.01836043621
"
"Pr6Ho2Co8O24
"	-2.172	-5.5128	0	0	"47.4586630927
"	"-1.78427365171
"
"Pr4Ho4Co8O24
"	-2.108	-5.2986	0	0	"57.3822137802
"	"-1.81166978471
"
"Pr6Nd2Co8O24
"	-2.164	-5.486	0	0	"25.0244873427
"	"-1.77514482096
"
"Pr4Nd4Co8O24
"	-2.027	-5.0276	0	0	"25.3031122802
"	"-1.78062287321
"
"Pr6Sm2Co8O24
"	-1.856	-4.4555	0.778	0.804	"47.801375999
"	"-1.76237418071
"
"Pr4Sm4Co8O24
"	-2.042	-5.0778	0	0	"35.0768895927
"	"-1.79086159271
"
"Sr2Pr6Co8O24
"	-2.25	-5.7738	0	0	"38.1465154829
"	"-1.63877952621
"
"Sr4Pr4Co8O24
"	-2.24	-5.7403	0	0	"64.9749185605
"	"-1.49446453371
"
"Pr8Cr1Co7O24
"	-2.277	-5.8641	0.339	0.367	"22.3740347177
"	"-1.83426865133
"
"Pr8Cr2Co6O24
"	-2.278	-5.8674	0.14	0.196	"29.1802070302
"	"-1.88969253396
"
"Pr8Cr4Co4O24
"	-2.141	-5.4091	0.528	0.584	"13.1808016552
"	"-2.03015204921
"
"Pr8Fe1Co7O24
"	-2.21	-5.6399	0	0	"42.2355879796
"	"-1.78869930408
"
"Pr8Fe2Co6O24
"	-2.154	-5.4526	0	0.143	"36.1695635539
"	"-1.83128758946
"
"Pr8Fe4Co4O24
"	-2.311	-5.9778	0	0.252	"40.8070147026
"	"-1.89969466021
"
"Pr8Mg1Co7O24
"	-2.724	-7.3597	0	0	"0
"	"-2.20233015696
"
"Pr8Mg2Co6O24
"	-2.522	-6.6838	0	0	"0
"	"-2.24430854521
"
"Pr8Mg4Co4O24
"	-2.113	-5.3154	0	0.678	"0
"	"-2.32449107171
"
"Pr8Mn1Co7O24
"	-2.323	-6.018	0	0	"26.2303387536
"	"-1.81572102912
"
"Pr8Mn2Co6O24
"	-2.281	-5.8775	0	0	"29.3008151019
"	"-1.86018928952
"
"Pr8Co7Ni1O24
"	-2.471	-6.5132	0	0	"32.9759565065
"	"-1.73640912808
"
"Pr8Co6Ni2O24
"	-2.205	-5.6232	0.55	0.629	"28.0575506079
"	"-1.71629998746
"
"Pr8Co4Ni4O24
"	-2.008	-4.9641	0	0	"95.3324888105
"	"-1.59896995621
"
"Pr8Co8O24
"	-2.218	-5.6667	0	0	"22.4196124052
"	"-1.77199301871
"
"Ba2Pr6Cr8O24
"	-2.152	-5.4459	0	0	"33.6549837917
"	"-2.12596803071
"
"Ba4Pr4Cr8O24
"	-2.033	-5.0477	0.173	0.201	"100.440194583
"	"-1.95506723171
"
"Ca2Pr6Cr8O24
"	-2.057	-5.128	0	0	"13.8924376789
"	"-2.16896417021
"
"Ca4Pr4Cr8O24
"	-2.144	-5.4191	0.344	0.372	"51.4231023579
"	"-2.05055151071
"
"Pr6Dy2Cr8O24
"	-2.094	-5.2518	2.095	2.123	"0
"	"-2.31858114171
"
"Pr4Dy4Cr8O24
"	-2.044	-5.0845	2.141	2.198	"9.106651
"	"-2.34274745371
"
"Pr6Gd2Cr8O24
"	-3.607	-10.314	0.74	0.795	"0
"	"-2.73594216346
"
"Pr4Gd4Cr8O24
"	-3.735	-10.7423	0.631	0.686	"0
"	"-2.74493749721
"
"Pr6Ho2Cr8O24
"	-2.102	-5.2786	2.098	2.126	"0
"	"-2.31860671271
"
"Pr4Ho4Cr8O24
"	-2.048	-5.0979	2.144	2.2	"10.51108275
"	"-2.34413359571
"
"Pr6Nd2Cr8O24
"	-2.075	-5.1882	2.063	2.119	"0
"	"-2.30492563196
"
"Pr4Nd4Cr8O24
"	-2.043	-5.0812	2.071	2.127	"1.40097275
"	"-2.30914968421
"
"Pr6Sm2Cr8O24
"	-2.089	-5.2351	2.065	2.121	"0
"	"-2.30981874171
"
"Pr4Sm4Cr8O24
"	-2.042	-5.0778	2.101	2.157	"0
"	"-2.32020265371
"
"Sr2Pr6Cr8O24
"	-2.213	-5.65	0	0	"12.1655324167
"	"-2.16176933721
"
"Sr4Pr4Cr8O24
"	-2.053	-5.1146	0.346	0.375	"54.4675418333
"	"-2.02966359471
"
"Pr8Cr7Co1O24
"	-2.133	-5.3823	0.528	0.584	"0
"	"-2.23232694708
"
"Pr8Cr6Co2O24
"	-2.165	-5.4894	0.501	0.557	"0
"	"-2.16423531446
"
"Pr8Cr7Fe1O24
"	-2.088	-5.2317	2.052	2.087	"0
"	"-2.27233848246
"
"Pr8Cr6Fe2O24
"	-2.052	-5.1113	1.947	2.018	"0
"	"-2.24338538521
"
"Pr8Mg1Cr7O24
"	-3.17	-8.8519	0	0.715	"0
"	"-2.71026283533
"
"Pr8Mg2Cr6O24
"	-3.053	-8.4604	0	0.662	"0
"	"-2.69239009096
"
"Pr8Mg4Cr4O24
"	-2.671	-7.1823	0	1.089	"0
"	"-2.64418810221
"
"Pr8Mn1Cr7O24
"	-2.651	-7.1154	0.25	0.281	"0
"	"-2.27331470749
"
"Pr8Mn2Cr6O24
"	-2.528	-6.7039	0.377	0.408	"0
"	"-2.24728633527
"
"Pr8Mn4Cr4O24
"	-2.491	-6.5801	0.409	0.441	"21.517473096
"	"-2.19771309084
"
"Pr8Cr7Ni1O24
"	-2.193	-5.583	0.156	0.195	"0
"	"-2.20205680646
"
"Pr8Cr6Ni2O24
"	-2.2	-5.6065	0.314	0.353	"0
"	"-2.10710028321
"
"Pr8Cr4Ni4O24
"	-1.775	-4.1845	0.862	0.901	"18.4401941079
"	"-1.91052523671
"
"Pr8Cr8O24
"	-2.12	-5.3388	2.055	2.083	"0
"	"-2.30090657971
"
"Ba2Pr6Fe8O24
"	-1.731	-4.0373	0	1.012	"58.8853196728
"	"-1.88172075271
"
"Ba4Pr4Fe8O24
"	-1.537	-3.3882	0	0	"78.1817223456
"	"-1.71643970371
"
"Ca2Pr6Fe8O24
"	-1.813	-4.3116	0	1.078	"55.4728596164
"	"-1.91887289221
"
"Ca4Pr4Fe8O24
"	-1.767	-4.1577	0	0	"72.0108022329
"	"-1.79008998271
"
"Pr6Dy2Fe8O24
"	-1.968	-4.8302	1.268	1.341	"51.238815375
"	"-2.05863536371
"
"Pr4Dy4Fe8O24
"	-1.904	-4.6161	1.316	1.389	"51.31971375
"	"-2.08183792571
"
"Pr6Gd2Fe8O24
"	-3.367	-9.511	0	0	"0
"	"-2.47900763546
"
"Pr4Gd4Fe8O24
"	-3.237	-9.0761	0	0	"0
"	"-2.49758171921
"
"Pr6Ho2Fe8O24
"	-1.957	-4.7934	1.27	1.342	"52.565170625
"	"-2.05855018471
"
"Pr4Ho4Fe8O24
"	-1.907	-4.6261	1.317	1.39	"52.52667425
"	"-2.08311331771
"
"Pr6Nd2Fe8O24
"	-1.97	-4.8369	1.264	1.336	"44.848887375
"	"-2.04579510396
"
"Pr4Nd4Fe8O24
"	-1.859	-4.4655	1.29	1.327	"44.92360775
"	"-2.04977365621
"
"Pr6Sm2Fe8O24
"	-1.954	-4.7834	1.265	1.337	"47.141973375
"	"-2.05031871371
"
"Pr4Sm4Fe8O24
"	-1.85	-4.4354	1.289	1.363	"48.18377975
"	"-2.06014687571
"
"Sr2Pr6Fe8O24
"	-1.747	-4.0908	0	1.05	"48.3755925539
"	"-1.91399805921
"
"Sr4Pr4Fe8O24
"	-1.679	-3.8633	0	0	"58.5465181079
"	"-1.77961006671
"
"Pr8Fe7Co1O24
"	-2.14	-5.4057	0	0	"45.5261914257
"	"-2.00454226633
"
"Pr8Fe6Co2O24
"	-2.07	-5.1715	0	0	"47.9204658513
"	"-1.96562573096
"
"Pr8Cr1Fe7O24
"	-2.127	-5.3622	1.292	1.364	"30.80780525
"	"-2.07792639896
"
"Pr8Cr2Fe6O24
"	-2.15	-5.4392	1.326	1.434	"17.0719435
"	"-2.11380574621
"
"Pr8Cr4Fe4O24
"	-2.021	-5.0076	1.889	1.924	"0
"	"-2.18563919071
"
"Pr8Mg1Fe7O24
"	-3.07	-8.5173	0	0	"0
"	"-2.48828915458
"
"Pr8Mg2Fe6O24
"	-3.015	-8.3333	0	0	"0
"	"-2.48717300746
"
"Pr8Mg4Fe4O24
"	-2.795	-7.5972	0	0.311	"0
"	"-2.50172096321
"
"Pr8Mn1Fe7O24
"	-2.698	-7.2727	0.432	0.468	"48.100167774
"	"-2.04950702674
"
"Pr8Mn2Fe6O24
"	-2.719	-7.3429	0.36	0.396	"50.948668548
"	"-2.05767500177
"
"Pr8Fe7Ni1O24
"	-1.834	-4.3819	0	1.23	"47.545535527
"	"-1.97749537571
"
"Pr8Fe6Ni2O24
"	-1.834	-4.3819	0	1.032	"54.0734040539
"	"-1.90941769971
"
"Pr8Fe4Ni4O24
"	-1.796	-4.2548	0	1.272	"69.8113911079
"	"-1.77058009771
"
"Pr8Fe8O24
"	-2.065	-5.1548	1.257	1.328	"44.549417
"	"-2.04204130171
"
"Ba2Pr6Ga8O24
"	-1.206	-2.2807	0	3.07	"155.465078116
"	"-2.02267018771
"
"Ba4Pr4Ga8O24
"	-1.168	-2.1536	0	2.709	"234.8007094
"	"-1.82751913871
"
"Ca2Pr6Ga8O24
"	-1.174	-2.1737	0	3.422	"132.773863413
"	"-2.05586782721
"
"Ca4Pr4Ga8O24
"	-1.203	-2.2707	0	0	"204.099993472
"	"-1.88589866771
"
"Pr6Dy2Ga8O24
"	-1.336	-2.7157	3.28	3.327	"75.4658120833
"	"-2.24077754871
"
"Pr4Dy4Ga8O24
"	-1.244	-2.4079	3.316	3.363	"90.00434745
"	"-2.26411211071
"
"Pr6Gd2Ga8O24
"	-1.467	-3.154	3.023	3.051	"67.7439449583
"	"-2.23300882046
"
"Pr4Gd4Ga8O24
"	-1.526	-3.3514	3.119	3.146	"78.3502295312
"	"-2.24485215421
"
"Pr6Ho2Ga8O24
"	-1.354	-2.7759	3.259	3.306	"76.7577252083
"	"-2.24062586971
"
"Pr4Ho4Ga8O24
"	-1.245	-2.4112	3.322	3.369	"91.3811395875
"	"-2.26533475271
"
"Pr6Nd2Ga8O24
"	-1.346	-2.7491	3.296	3.32	"64.5192862917
"	"-2.22812378896
"
"Pr4Nd4Ga8O24
"	-1.225	-2.3443	3.288	3.312	"74.5637353438
"	"-2.23212159121
"
"Pr6Sm2Ga8O24
"	-1.336	-2.7157	3.306	3.332	"69.4770316667
"	"-2.23263589871
"
"Pr4Sm4Ga8O24
"	-1.216	-2.3142	3.318	3.344	"82.9266298333
"	"-2.24249856071
"
"Sr2Pr6Ga8O24
"	-1.151	-2.0967	0	3.324	"135.991885163
"	"-2.05214999421
"
"Sr4Pr4Ga8O24
"	-1.15	-2.0934	0	3.156	"202.393591514
"	"-1.88111575171
"
"Pr8Ga7Co1O24
"	-1.818	-4.3284	0.947	1.017	"56.5407125895
"	"-2.16537870946
"
"Pr8Ga6Co2O24
"	-1.888	-4.5626	0.833	0.879	"60.6316355776
"	"-2.10670818221
"
"Pr8Ga4Co4O24
"	-1.931	-4.7064	0.785	0.854	"66.6463829526
"	"-1.98984812771
"
"Pr8Cr1Ga7O24
"	-1.809	-4.2983	3.175	3.232	"44.2032278125
"	"-2.23469584208
"
"Pr8Cr2Ga6O24
"	-1.955	-4.7867	2.696	2.752	"38.123014625
"	"-2.24486219746
"
"Pr8Cr4Ga4O24
"	-2.101	-5.2752	2.409	2.465	"26.27533825
"	"-2.26488215821
"
"Pr8Ga7Fe1O24
"	-1.657	-3.7897	2.497	2.568	"46.33040675
"	"-2.20495474483
"
"Pr8Ga6Fe2O24
"	-1.736	-4.054	2.356	2.428	"43.1541225
"	"-2.18460325296
"
"Pr8Ga4Fe4O24
"	-1.737	-4.0574	2.109	2.216	"37.473804
"	"-2.14322801921
"
"Pr8Mg1Ga7O24
"	-1.152	-2.1001	0	3.699	"82.6646597145
"	"-2.22734109771
"
"Pr8Mg2Ga6O24
"	-1.14	-2.0599	0	3.957	"110.052006054
"	"-2.22716495871
"
"Pr8Mg4Ga4O24
"	-1.114	-1.9729	0	4.782	"157.158326358
"	"-2.22649943071
"
"Pr8Mn1Ga7O24
"	-2.462	-6.4831	0.853	0.885	"54.666157524
"	"-2.20763546987
"
"Pr8Mn2Ga6O24
"	-2.426	-6.3626	0.728	0.76	"58.736874048
"	"-2.19105345302
"
"Pr8Mn4Ga4O24
"	-2.415	-6.3258	0.789	0.821	"58.332307096
"	"-2.16643541934
"
"Pr8Ga7Ni1O24
"	-1.709	-3.9637	0	0	"76.8321234645
"	"-2.12556506883
"
"Pr8Ga6Ni2O24
"	-1.742	-4.0741	0.119	0.119	"97.0888905539
"	"-2.02570115096
"
"Pr8Ga4Ni4O24
"	-1.747	-4.0908	0	1.788	"129.976759358
"	"-1.82640756521
"
"Pr8Ga8O24
"	-1.449	-3.0938	3.254	3.277	"50.298441
"	"-2.22451448671
"
"Ba2Pr6Mn8O24
"	-2.441	-6.4128	0	0	"51.3090163587
"	"-2.00314180298
"
"Ca2Pr6Mn8O24
"	-2.528	-6.7039	0	0	"33.273366692
"	"-2.03820369248
"
"Ca4Pr4Mn8O24
"	-2.241	-5.7436	0	0	"37.033060192
"	"-1.93119853298
"
"Pr6Dy2Mn8O24
"	-2.394	-6.2555	0	0	"50.708099692
"	"-2.15258866398
"
"Pr4Dy4Mn8O24
"	-2.408	-6.3024	0	0.128	"56.733026192
"	"-2.17513797598
"
"Pr6Gd2Mn8O24
"	-3.633	-10.401	0	0	"0
"	"-2.52365343573
"
"Pr4Gd4Mn8O24
"	-3.674	-10.5382	0	0	"0
"	"-2.53113326948
"
"Pr6Ho2Mn8O24
"	-2.404	-6.289	0	0	"53.390279192
"	"-2.15243648498
"
"Pr4Ho4Mn8O24
"	-2.41	-6.3091	0	0.127	"60.862885192
"	"-2.17606811798
"
"Pr6Nd2Mn8O24
"	-2.355	-6.1251	0	0	"39.542985442
"	"-2.13938415423
"
"Pr4Nd4Mn8O24
"	-2.303	-5.9511	0	0	"39.693297692
"	"-2.14343845648
"
"Pr6Sm2Mn8O24
"	-2.375	-6.192	0	0	"41.664526817
"	"-2.14415426398
"
"Pr4Sm4Mn8O24
"	-2.328	-6.0347	0	0	"42.815880442
"	"-2.15409917598
"
"Sr2Pr6Mn8O24
"	-2.473	-6.5199	0	0.221	"28.249643567
"	"-2.03445660948
"
"Sr4Pr4Mn8O24
"	-1.979	-4.867	0	0	"34.011113942
"	"-1.91667886698
"
"Pr8Mn7Co1O24
"	-2.421	-6.3459	0	0.126	"41.2956968437
"	"-2.08588809157
"
"Pr8Mn6Co2O24
"	-2.57	-6.8444	0	0	"45.2879704953
"	"-2.03435708116
"
"Pr8Mn4Co4O24
"	-2.186	-5.5596	0.797	0.828	"0
"	"-1.98915206034
"
"Pr8Mn7Cr1O24
"	-2.495	-6.5935	0	0	"34.251060668
"	"-2.1515984742
"
"Pr8Mn6Cr2O24
"	-2.538	-6.7373	0	0	"31.351448144
"	"-2.16562509641
"
"Pr8Mn7Fe1O24
"	-2.495	-6.5935	0	0.107	"40.760422418
"	"-2.12294562695
"
"Pr8Mn6Fe2O24
"	-2.498	-6.6035	0	0.107	"44.324421644
"	"-2.10836515191
"
"Pr8Mn4Fe4O24
"	-2.812	-7.6541	0.323	0.358	"52.054920096
"	"-2.07860170184
"
"Pr8Mg1Mn7O24
"	-3.514	-10.0028	0	0	"0
"	"-2.53347222982
"
"Pr8Mg2Mn6O24
"	-3.4	-9.6214	0	0	"0
"	"-2.54854885766
"
"Pr8Mg4Mn4O24
"	-2.024	-5.0176	1.51	1.573	"0
"	"-2.58996311334
"
"Pr8Mn7Ni1O24
"	-2.378	-6.202	0	0	"65.031540945
"	"-2.03712470095
"
"Pr8Mn6Ni2O24
"	-2.433	-6.386	0	0	"18.9559086979
"	"-2.01063404991
"
"Pr8Mn8O24
"	-2.446	-6.4295	0	0	"39.207923192
"	"-2.13551460198
"
"Ba2Pr6Ni8O24
"	-1.501	-3.2677	0	0	"162.89217552
"	"-1.28190384471
"
"Ba4Pr4Ni8O24
"	-1.351	-2.7659	0	0	"214.364169074
"	"-1.07750279571
"
"Ca2Pr6Ni8O24
"	-1.636	-3.7194	0	0.519	"169.71976527
"	"-1.32051523421
"
"Ca4Pr4Ni8O24
"	-1.471	-3.1674	0	0	"224.402165324
"	"-1.16187557471
"
"Pr6Dy2Ni8O24
"	-1.579	-3.5287	0	0	"138.758173341
"	"-1.49001870571
"
"Pr4Dy4Ni8O24
"	-1.496	-3.251	0	0	"150.562981466
"	"-1.51279851771
"
"Pr6Gd2Ni8O24
"	-2.588	-6.9046	0	1.378	"0
"	"-2.12198572746
"
"Pr4Gd4Ni8O24
"	-2.671	-7.1823	0	0	"0
"	"-2.13329506121
"
"Pr6Ho2Ni8O24
"	-1.573	-3.5086	0	0	"141.471165903
"	"-1.49004077671
"
"Pr4Ho4Ni8O24
"	-1.499	-3.2611	0	1.085	"154.697466591
"	"-1.51413415971
"
"Pr6Nd2Ni8O24
"	-1.582	-3.5388	0	0.917	"122.980240153
"	"-1.47696869596
"
"Pr4Nd4Ni8O24
"	-1.49	-3.2309	0	0.959	"124.729865091
"	"-1.48097574821
"
"Pr6Sm2Ni8O24
"	-1.556	-3.4518	0	0	"128.386128809
"	"-1.48156905571
"
"Pr4Sm4Ni8O24
"	-1.466	-3.1506	0	1.041	"134.671642403
"	"-1.49104646771
"
"Sr2Pr6Ni8O24
"	-1.534	-3.3782	0	0	"152.42942927
"	"-1.31484890121
"
"Sr4Pr4Ni8O24
"	-1.365	-2.8127	0	0.322	"195.442993324
"	"-1.14492140871
"
"Pr8Co1Ni7O24
"	-1.84	-4.402	0	0	"102.151271114
"	"-1.51706853433
"
"Pr8Co2Ni6O24
"	-1.865	-4.4856	0	0	"81.5909270131
"	"-1.56265642496
"
"Pr8Cr1Ni7O24
"	-1.753	-4.1109	0	0.875	"94.6538849388
"	"-1.58323166696
"
"Pr8Cr2Ni6O24
"	-1.855	-4.4522	0	0	"83.0269046618
"	"-1.67855194021
"
"Pr8Fe1Ni7O24
"	-1.796	-4.2548	0	0.636	"106.701246689
"	"-1.54904081971
"
"Pr8Fe2Ni6O24
"	-1.811	-4.3049	0	0.756	"93.8711281618
"	"-1.62342074571
"
"Pr8Mg1Ni7O24
"	-2.426	-6.3626	0	0	"0
"	"-2.15839642258
"
"Pr8Mg2Ni6O24
"	-2.281	-5.8775	0	0	"0
"	"-2.20161970146
"
"Pr8Mg4Ni4O24
"	-1.739	-4.064	0.835	0.874	"0
"	"-2.28513050921
"
"Pr8Mn1Ni7O24
"	-1.729	-4.0306	0	0.359	"91.3449974628
"	"-1.57541354474
"
"Pr8Mn2Ni6O24
"	-1.758	-4.1276	0	0	"60.7251297098
"	"-1.67859969577
"
"Pr8Mn4Ni4O24
"	-1.71	-3.967	1.265	1.305	"0
"	"-1.88631299784
"
"Pr8Ni8O24
"	-1.683	-3.8767	0	0.877	"120.596615216
"	"-1.47359564371
"
"Ba2Pr6Sc8O24
"	-1.195	-2.2439	0	4.061	"65.9849631789
"	"-2.89616792471
"
"Ba4Pr4Sc8O24
"	-1.186	-2.2138	0	4.064	"94.3019058579
"	"-2.71824362571
"
"Ca2Pr6Sc8O24
"	-1.128	-2.0198	0	4.243	"81.0394981789
"	"-2.92014056421
"
"Ca4Pr4Sc8O24
"	-1.117	-1.983	0	4.279	"141.373725858
"	"-2.74922615471
"
"Pr6Dy2Sc8O24
"	-1.42	-2.9967	4.055	4.114	"36.1816244687
"	"-3.10280078571
"
"Pr4Dy4Sc8O24
"	-1.393	-2.9064	4.111	4.17	"43.1287284375
"	"-3.12307584771
"
"Pr6Gd2Sc8O24
"	-1.461	-3.1339	3.035	3.065	"26.491269125
"	"-3.09707755746
"
"Pr4Gd4Sc8O24
"	-1.518	-3.3246	3.064	3.093	"26.50926775
"	"-3.10886814121
"
"Pr6Ho2Sc8O24
"	-1.407	-2.9532	4.086	4.145	"40.0673869375
"	"-3.10254735671
"
"Pr4Ho4Sc8O24
"	-1.396	-2.9164	4.113	4.173	"49.581503375
"	"-3.12388773971
"
"Pr6Nd2Sc8O24
"	-1.382	-2.8696	4.02	4.079	"24.413617625
"	"-3.09149152596
"
"Pr4Nd4Sc8O24
"	-1.352	-2.7692	4.016	4.076	"25.08521475
"	"-3.09496482821
"
"Pr6Sm2Sc8O24
"	-1.381	-2.8662	4.054	4.113	"26.749646375
"	"-3.09535813571
"
"Pr4Sm4Sc8O24
"	-1.355	-2.7793	4.08	4.139	"28.58352225
"	"-3.10387179771
"
"Sr2Pr6Sc8O24
"	-1.143	-2.0699	0	4.182	"63.3172566164
"	"-2.91840498121
"
"Sr4Pr4Sc8O24
"	-1.131	-2.0298	0	4.245	"102.395742733
"	"-2.74928848871
"
"Pr8Sc7Co1O24
"	-1.761	-4.1377	0.974	1.033	"31.1645319882
"	"-2.91592726058
"
"Pr8Sc6Co2O24
"	-1.814	-4.315	1.006	1.065	"36.3567934763
"	"-2.74606654746
"
"Pr8Sc4Co4O24
"	-1.888	-4.5626	0.864	0.923	"42.9040664526
"	"-2.41018237121
"
"Pr8Sc7Cr1O24
"	-1.74	-4.0674	3.006	3.065	"17.6733958125
"	"-2.98808414321
"
"Pr8Sc6Cr2O24
"	-1.878	-4.5291	2.896	2.955	"10.352771125
"	"-2.88940206271
"
"Pr8Sc4Cr4O24
"	-2.041	-5.0745	2.82	2.879	"0
"	"-2.69637565171
"
"Pr8Sc7Fe1O24
"	-1.616	-3.6525	2.548	2.583	"25.7130075625
"	"-2.95790104596
"
"Pr8Sc6Fe2O24
"	-1.66	-3.7997	2.417	2.487	"27.595994625
"	"-2.82787186821
"
"Pr8Sc4Fe4O24
"	-1.726	-4.0206	2.29	2.361	"28.72421875
"	"-2.57045126271
"
"Pr8Mg1Sc7O24
"	-1.161	-2.1302	0	4.219	"51.7559553395
"	"-2.97712664883
"
"Pr8Mg2Sc6O24
"	-1.142	-2.0666	0	4.285	"82.2953901789
"	"-2.86370957396
"
"Pr8Mg4Sc4O24
"	-1.119	-1.9897	0	4.36	"140.515009858
"	"-2.63973467421
"
"Pr8Sc7Mn1O24
"	-2.454	-6.4563	0.619	0.649	"33.6737583365
"	"-2.96095677099
"
"Pr8Sc6Mn2O24
"	-2.462	-6.4831	0.712	0.743	"42.749246173
"	"-2.83475156827
"
"Pr8Sc4Mn4O24
"	-2.351	-6.1117	0.993	1.055	"51.950721846
"	"-2.59129066284
"
"Pr8Sc7Ni1O24
"	-1.47	-3.164	0	0	"47.2433760895
"	"-2.87482086996
"
"Pr8Sc6Ni2O24
"	-1.54	-3.3982	0	2.07	"71.6777316789
"	"-2.66069051621
"
"Pr8Sc4Ni4O24
"	-1.825	-4.3518	0	0	"110.716942858
"	"-2.24225930871
"
"Pr8Sc8O24
"	-1.443	-3.0737	4.005	4.064	"23.6410205
"	"-3.08811922371
"
"Ba2Pr6Ti8O24
"	-5.125	-15.3929	0	0	"10.17451175
"	"-2.75549488204
"
"Ba4Pr4Ti8O24
"	-4.726	-14.058	0	0	"11.5904985
"	"-2.73859283304
"
"Ca2Pr6Ti8O24
"	-5.27	-15.8781	0	0	"19.2994335
"	"-2.77883127154
"
"Ca4Pr4Ti8O24
"	-4.985	-14.9245	0	0	"21.819592
"	"-2.79328636204
"
"Pr6Dy2Ti8O24
"	-5.389	-16.2762	0	0	"66.761333125
"	"-2.74897874304
"
"Pr4Dy4Ti8O24
"	-5.326	-16.0654	0	0	"95.226843375
"	"-2.75434380504
"
"Pr6Gd2Ti8O24
"	-5.521	-16.7179	0	0	"42.3440435938
"	"-2.75843176479
"
"Pr4Gd4Ti8O24
"	-5.488	-16.6075	0	0	"55.0100621875
"	"-2.76538609854
"
"Pr6Ho2Ti8O24
"	-5.389	-16.2762	0	0	"71.1848256875
"	"-2.74729031404
"
"Pr4Ho4Ti8O24
"	-5.327	-16.0688	0	0	"103.2663285
"	"-2.75177444704
"
"Pr6Nd2Ti8O24
"	-5.517	-16.7045	0	0	"44.0103778438
"	"-2.74936173329
"
"Pr4Nd4Ti8O24
"	-5.381	-16.2494	0	0	"54.8277306875
"	"-2.75076103554
"
"Pr6Sm2Ti8O24
"	-5.539	-16.7781	0	0	"52.9102782812
"	"-2.74822584304
"
"Pr4Sm4Ti8O24
"	-5.329	-16.0755	0	0	"70.1397815625
"	"-2.75097700504
"
"Sr2Pr6Ti8O24
"	-5.212	-15.684	0	0	"0
"	"-2.78204068854
"
"Sr4Pr4Ti8O24
"	-4.887	-14.5966	0	0	"0
"	"-2.79649344604
"
"Pr8Ti7Co1O24
"	-5.231	-15.7476	0	0	"94.0584551875
"	"-2.6882803795
"
"Pr8Ti6Co2O24
"	-4.839	-14.436	0	0.206	"137.881939187
"	"-2.62495682796
"
"Pr8Ti4Co4O24
"	-2.7	-7.2794	1.628	1.836	"14.001149625
"	"-2.45701072487
"
"Pr8Ti7Cr1O24
"	-5.17	-15.5435	0	0	"57.6088494687
"	"-2.71438826212
"
"Pr8Ti6Cr2O24
"	-4.853	-14.4829	0	0	"95.4966739375
"	"-2.66734209321
"
"Pr8Ti4Cr4O24
"	-4.547	-13.4591	0.105	0.175	"49.4252902917
"	"-2.54704675537
"
"Pr8Ti7Fe1O24
"	-5.253	-15.8212	0	0	"85.8908576875
"	"-2.69784191487
"
"Pr8Ti6Fe2O24
"	-4.908	-14.6669	0	0	"105.442368438
"	"-2.65739639871
"
"Pr8Ti4Fe4O24
"	-2.886	-7.9017	1.674	1.744	"19.808604625
"	"-2.51895261637
"
"Pr8Mg1Ti7O24
"	-5.298	-15.9717	0	0	"17.7187702813
"	"-2.77292926775
"
"Pr8Mg2Ti6O24
"	-4.894	-14.62	0	0	"0
"	"-2.80649285446
"
